Source,Destination,Weight
POLITICAL CORRUPTION,SUDAN,1.0
RESTAURANT REVIEWS,BEIRUT LEBANON,1.0
SATELLITE COMMUNICATIONS SERVICES,KUWAIT,1.0
FOOD CHARITIES,IRAQ,2.0
IMMIGRATION LAW,TUCSON AZ USA,2.0
ICE SKATING,UNITED STATES,5.0
ART & ARTISTS,SINGAPORE,2.0
SOCCER TOURNAMENTS,CONGO,1.0
DISPLACED PERSONS,NIGERIA,3.0
OIL & GAS PRICES,ATLANTIC OCEAN,1.0
CEREBRAL PALSY,NEW ZEALAND,1.0
MUSEUMS & GALLERIES,CANADA,1.0
ALCOHOLIC BEVERAGES,DUBAI UNITED ARAB EMIRATES,1.0
PERFORMING ARTS CENTERS,KOREA REPUBLIC OF,1.0
DIPLOMATIC SERVICES,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
CONSERVATIVE MEDIA,SAUDI ARABIA,1.0
TRADE DEVELOPMENT,IRAQ,3.0
ARCHAEOLOGY,MIDDLE EAST,1.0
POETRY,UNITED STATES,2.0
PERSONAL FINANCE,UNITED STATES,2.0
ORPHANS,NEW ZEALAND,2.0
RESEARCH,ITALY,1.0
FOREIGN RELATIONS,TANZANIA UNITED REPUBLIC OF,2.0
BIRDS,ENGLAND,1.0
CULTURE DEPARTMENTS,IRAN ISLAMIC REPUBLIC OF,1.0
CARJACKING,ISRAEL,1.0
CITY LIFE,SYRIA,5.0
EXTRADITION,SOUTH AFRICA,3.0
SPORTS GOVERNING BODIES,KENYA,2.0
FRAUD & FINANCIAL CRIME,AUSTRALIA,11.0
GRADUATE & PROFESSIONAL SCHOOLS,PENNSYLVANIA USA,1.0
SENTENCING,KOREA REPUBLIC OF,4.0
WEALTH MANAGEMENT,UNITED ARAB EMIRATES,3.0
CLERGY & RELIGIOUS,ISRAEL,8.0
MARITIME PIRACY,TUNISIA,1.0
HISTORIC DISTRICTS & STRUCTURES,TURKEY,1.0
ESPIONAGE,IRAN ISLAMIC REPUBLIC OF,20.0
RESEARCH & DEVELOPMENT,THAILAND,2.0
PSORIASIS,UNITED STATES,2.0
POLLS & SURVEYS,SAUDI ARABIA,5.0
CANCER,FRANCE,1.0
NETWORK SERVERS,INDIA,1.0
LEGISLATIVE BODIES,AUSTRALIAN CAPITAL TERRITORY,1.0
PHOTOJOURNALISM,IRAQ,1.0
FOOD & BEVERAGE TRADE,IRAQ,1.0
TREASURY DEPARTMENTS,EGYPT,4.0
IMPORT TRADE,UNITED STATES,13.0
SPECIAL OLYMPICS & PARALYMPICS,DUBLIN IRELAND,2.0
ANNIVERSARIES,ITALY,3.0
EMERGING MARKETS,SPAIN,1.0
GLACIERS & ICEBERGS,UNITED STATES,1.0
DESTINATIONS & ATTRACTIONS,CYPRUS,1.0
VEHICLE & BODY ARMOR,IRAQ,5.0
US PRESIDENTIAL ELECTIONS,PALESTINIAN TERRITORY OCCUPIED,2.0
NATIONAL SECURITY,TURKEY,1.0
CORONERS COURTS & OFFICES,IRAQ,2.0
OLYMPICS,ENGLAND,5.0
WEIGHT LOSS DRUGS,ISRAEL,1.0
SPORTS BUSINESS,INDIA,1.0
JEWELRY,EGYPT,1.0
MINES & MINING,EGYPT,9.0
CRIMINAL LAW,CHINA,1.0
POLITICAL SCANDALS,POLAND,1.0
TOURISM,QATAR,2.0
INFANTS & TODDLERS,AFRICA,1.0
PRESS CONFERENCES,CYPRUS,1.0
ECONOMIC RECOVERY,EGYPT,9.0
NUCLEAR WEAPONS,IRAQ,5.0
SYNTHETIC RUBBER MFG,SINGAPORE,1.0
COMPUTER VIRUSES,TUNISIA,1.0
CARDIOVASCULAR DRUGS,UNITED STATES,2.0
QUALITY CONTROL,UNITED STATES,1.0
ETHNIC GROUPS,TUNISIA,2.0
TEACHER EDUCATION,UNITED STATES,1.0
POLITICAL PARTIES,AFRICA,3.0
EXPORT TRADE,SOMALIA,5.0
PUBLIC PRIVATE PARTNERSHIPS,TUNISIA,1.0
US PRESIDENTIAL CANDIDATES 2008,ISRAEL,5.0
SEX OFFENSES,NORTHERN TERRITORY AUSTRALIA,1.0
BIOGRAPHY PUBLISHING,IRAQ,2.0
FRUITS & VEGETABLES,KENYA,3.0
DIABETES,IRAQ,1.0
TRANSDERMAL DRUG DELIVERY,CAIRO EGYPT,1.0
NATIONAL DEBT,AFRICA,1.0
PRIMARY SCHOOLS,NIGERIA,2.0
APPOINTMENTS,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
ECONOMIC GROWTH,SWITZERLAND,1.0
AIRCRAFT PILOTS,LEBANON,1.0
PHOTOGRAPHY SERVICES,EGYPT,4.0
CHILD ABUSE,CHINA,1.0
PASSPORTS & VISAS,UNITED KINGDOM,2.0
EXCHANGE RATES,ISRAEL,1.0
NATURAL DISASTERS,NIGERIA,5.0
ARMIES,VIRGINIA USA,2.0
CATHOLICS & CATHOLICISM,LEBANON,4.0
CONSPIRACY,SPAIN,1.0
APPEALS COURTS,SAUDI ARABIA,1.0
CAMPAIGNS & ELECTIONS,CHINA,3.0
AIRLINES,SAUDI ARABIA,4.0
EMERGING MARKETS,AFRICA,11.0
HOLDING COMPANIES,INDIAN OCEAN,1.0
TALIBAN,CANADA,1.0
VALUE ADDED TAX,ISRAEL,2.0
FREELANCE EMPLOYMENT,EGYPT,3.0
GOLF,NETHERLANDS,1.0
ECONOMIC CONDITIONS,PALESTINIAN TERRITORY OCCUPIED,2.0
ARMED FORCES,PAKISTAN,2.0
STEROIDS,SLOVAKIA,1.0
CELEBRITIES,QATAR,15.0
ENVIRONMENT & NATURAL RESOURCES,CANADA,5.0
DRAMA FILMS,INDIA,1.0
ESPIONAGE,UNITED KINGDOM,1.0
RADIO BROADCAST INDUSTRY,QATAR,2.0
MAMMALS,RUSSIAN FEDERATION,1.0
ANTIBIOTICS,JORDAN,1.0
WOUNDS & INJURIES,EGYPT,136.0
ENERGY EFFICIENCY & CONSERVATION,SYRIA,1.0
WOUNDS & INJURIES,GERMANY,2.0
BUDGET CUTS,AFGHANISTAN,3.0
AUTOMOTIVE FUELS,UNITED KINGDOM,1.0
EMBARGOES & SANCTIONS,ISRAEL,9.0
GOLD & FOREIGN EXCHANGE RESERVES,CHINA,10.0
COLLEGE & UNIVERSITY PROFESSORS,GERMANY,1.0
FOOD & BEVERAGE,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,2.0
COFFEE,SUDAN,2.0
CURRENCIES,CHINA,7.0
TELECOMMUNICATIONS,IRAN ISLAMIC REPUBLIC OF,1.0
US REPUBLICAN PARTY,RUSSIAN FEDERATION,1.0
JOINT VENTURES,SAUDI ARABIA,4.0
ARCHAEOLOGY,UNITED KINGDOM,4.0
RELOCATIONS,TAMPA FL USA,1.0
DESTINATIONS & ATTRACTIONS,ITALY,2.0
FIGHTERS & BOMBERS,EGYPT,13.0
EARLY RETIREMENT,KUWAIT,1.0
CLOTHING & ACCESSORIES STORES,RUSSIAN FEDERATION,1.0
AIRCRAFT PILOTS,POLAND,1.0
NOVELS & SHORT STORIES,PALESTINIAN TERRITORY OCCUPIED,3.0
CITY GOVERNMENT,SAUDI ARABIA,3.0
HEADS OF STATE & GOVERNMENT,KUWAIT,34.0
MUSEUMS & GALLERIES,WESTERN AFRICA,1.0
TELEVISION PROGRAMMING,LIVERPOOL ENGLAND,2.0
FLOODS & FLOODING,SAUDI ARABIA,7.0
SCIENCE & TECHNOLOGY,IRELAND,2.0
BLOGS & MESSAGE BOARDS,AUSTRALIA,2.0
ENERGY & ENVIRONMENT,UNITED STATES,4.0
GENDER & SEX DISCRIMINATION IN EMPLOYMENT,AFRICA,3.0
POLITICAL SCIENCE,SERBIA,1.0
STRIKES,LONDON ENGLAND,1.0
BIOCHEMISTRY,TEXAS USA,2.0
SPORTS INJURIES,ENGLAND,7.0
DAMAGES,ISRAEL,2.0
VOCATIONAL & TECHNICAL TRAINING,YEMEN,3.0
DESTINATIONS & ATTRACTIONS,BARCELONA SPAIN,1.0
ACTORS & ACTRESSES,LEBANON,3.0
EARTHQUAKES,UNITED STATES,3.0
FOOD CRISES & SHORTAGES,AFRICA,2.0
ARMED FORCES,NORTHERN AFRICA,3.0
INVESTMENT MANAGEMENT,CANADA,2.0
AVIATION ADMINISTRATION,AFRICA,1.0
EVIDENCE,TUNISIA,5.0
GRAFFITI,TUNISIA,3.0
BUTANE,IRAQ,1.0
AIRCRAFT PILOTS,UNITED KINGDOM,3.0
VETERANS,CYPRUS,1.0
COSMETICS,TUNISIA,1.0
FIRST AID,ALGERIA,1.0
NEWS REPORTING,AUSTRALIA,2.0
FUNDAMENTALISM,INDIA,2.0
PETROLEUM EXPORTS & IMPORTS,THAILAND,2.0
MILITARY OPERATIONS,LEBANON,2.0
INFRASTRUCTURE,MALAYSIA,1.0
MARTIAL ARTS,BEIRUT LEBANON,2.0
ANNIVERSARIES,PALESTINIAN TERRITORY OCCUPIED,3.0
EURO ZONE,MADRID SPAIN,1.0
GOVERNMENT BUDGETS,FRANCE,1.0
INTERGOVERNMENTAL TALKS,CHINA,2.0
OCEANS,SYRIA,1.0
US PRESIDENTS,GERMANY,1.0
POLICE MISCONDUCT,AUSTRALIA,6.0
RETIREMENT & RETIREES,IRAQ,1.0
DEFENSE ELECTRONICS,SINGAPORE,1.0
EXECUTIVE MOVES,PALESTINIAN TERRITORY OCCUPIED,1.0
DISEASES & DISORDERS,AFGHANISTAN,3.0
SPONSORSHIP,BAHRAIN,3.0
DIGITAL CAMERAS,SYRIA,4.0
STANDARDS & MEASUREMENTS,TUNISIA,2.0
CHEMOTHERAPY & RADIATION,MEXICO,1.0
PAINTING,SYRIA,1.0
CHEMICALS,CROATIA,1.0
WHEELCHAIRS & MOBILITY AIDS,UNITED STATES,1.0
CIVIL SERVICES,YEMEN,3.0
WITNESSES,SUDAN,1.0
STADIUMS & ARENAS,UNITED ARAB EMIRATES,12.0
STOCK EXCHANGES,AFRICA,2.0
NATURAL DISASTERS,LEBANON,1.0
HEARING AIDS,UNITED STATES,1.0
HORSES,NORTH AMERICA,1.0
FOREIGN INVESTMENT,ROMANIA,1.0
EMERGING MARKETS,QATAR,10.0
BOYCOTTS,ISRAEL,4.0
VALUE ADDED TAX,KENYA,2.0
STUDENTS & STUDENT LIFE,DUBAI UNITED ARAB EMIRATES,1.0
INWARD INVESTMENT,ZAMBIA,2.0
KIDNAPPING & ABDUCTION,SOMALIA,4.0
SMOKING CESSATION,LONDON ENGLAND,1.0
AIR FORCES,PALESTINIAN TERRITORY OCCUPIED,2.0
INTERNET & WWW,BELARUS,1.0
TROPICAL DISEASES,ENGLAND,1.0
MOTOR VEHICLES,MOROCCO,2.0
POLITICAL PARTIES,RUSSIAN FEDERATION,2.0
JAIL SENTENCING,IRELAND,2.0
BUILDING PERMITS,SPAIN,1.0
ELECTRIC POWER INDUSTRY,QATAR,2.0
ALZHEIMER'S DISEASE,IRAQ,2.0
ACTORS & ACTRESSES,MALAYSIA,2.0
INTERNATIONAL RELATIONS,SOUTH-EASTERN ASIA,1.0
FAMILY TRAVEL,MOROCCO,2.0
RELIGION,GERMANY,8.0
MUSLIMS & ISLAM,INDONESIA,6.0
HUMAN RIGHTS VIOLATIONS,ISRAEL,5.0
REFUGEES,IRAQ,18.0
MARINE RESOURCES MANAGEMENT,YEMEN,1.0
GLOBALIZATION,TURKEY,4.0
EYEWITNESSES,IRAN ISLAMIC REPUBLIC OF,1.0
EXPORT PROMOTION,SYRIA,3.0
BURN INJURIES,KENYA,1.0
RIOTS,PALESTINIAN TERRITORY OCCUPIED,2.0
ENVIRONMENT & NATURAL RESOURCES,TUNISIA,4.0
HOTELS & MOTELS,HONG KONG,1.0
EVIDENCE,EGYPT,6.0
CRIMINAL LAW,TAJIKISTAN,1.0
DOCUMENTARY FILMS,IRAN ISLAMIC REPUBLIC OF,1.0
UNMANNED MILITARY AIRCRAFT,IRAN ISLAMIC REPUBLIC OF,6.0
PRIMETIME TELEVISION,IRAQ,6.0
REFERENDUMS,IRAQ,5.0
TOUR PACKAGES,UNITED ARAB EMIRATES,1.0
SUSTAINABLE DEVELOPMENT,BIRMINGHAM ENGLAND,1.0
PERSONAL COMPUTERS,NEW ZEALAND,1.0
VOCATIONAL & TECHNICAL TRAINING,SAUDI ARABIA,1.0
ECONOMIC POLICY,KOREA REPUBLIC OF,2.0
MISSING PERSONS,UNITED ARAB EMIRATES,2.0
APPEALS COURTS,TUNISIA,2.0
OLYMPICS,SCOTLAND,5.0
EURO,WESTERN AFRICA,1.0
RESEARCH REPORTS,EASTERN AFRICA,2.0
BANKING & FINANCE AGENCIES,UKRAINE,4.0
LITERATURE,NORTHERN IRELAND,1.0
SUICIDE,TAMPA FL USA,1.0
BUSINESS EDUCATION,AUSTRALIA,1.0
POLLS & SURVEYS,PALESTINIAN TERRITORY OCCUPIED,1.0
MEAT EXPORTS & IMPORTS,TURKEY,1.0
ACCOUNTING & AUDITING FIRMS,KABUL AFGHANISTAN,1.0
MARRIAGE LAW,CANADA,1.0
FASHION & APPAREL,LONDON ENGLAND,3.0
LAWYERS,SCOTLAND,1.0
BRAIN INJURIES,IRAQ,11.0
APPOINTMENTS,CHINA,3.0
INTERNATIONAL TOURISM,EGYPT,17.0
FINES & PENALTIES,UNITED ARAB EMIRATES,4.0
ONCOLOGY,SAUDI ARABIA,3.0
CURRENCIES,HAITI,4.0
TENNIS TOURNAMENTS,CHINA,4.0
JOURNALISM,AUSTRALIA,7.0
MONETARY POLICY,BRAZIL,1.0
UNITED NATIONS INSTITUTIONS,SYRIA,9.0
DUE PROCESS,CANADA,1.0
NATURAL GAS PRODUCTS,SINGAPORE,2.0
AIRCRAFT ACCIDENTS,TIMOR-LESTE,6.0
TEMPORARY SHELTERS,EGYPT,1.0
STATE OWNED BUSINESSES,TURKEY,1.0
SUPREME COURTS,PALESTINIAN TERRITORY OCCUPIED,2.0
EMPLOYEE TERMINATION,IRELAND,3.0
ART & ARTISTS,DUBAI UNITED ARAB EMIRATES,1.0
US PRESIDENTS,COTE D'IVOIRE,1.0
MUSLIMS & ISLAM,OMAN,3.0
DNA,BRAZIL,1.0
HOLDING COMPANIES,AFGHANISTAN,1.0
HOMICIDE,NIGERIA,1.0
GOING PRIVATE,CENTRAL EUROPE,1.0
TAX RELIEF,TURKEY,1.0
LAWYERS,BAHRAIN,7.0
FOOD & BEVERAGE,CHINA,3.0
INTERNATIONAL TRADE,EUROPE,2.0
TRAINS,KOREA REPUBLIC OF,2.0
STUDENTS & STUDENT LIFE,YEMEN,13.0
CANCER DRUGS,FRANCE,1.0
CONFERENCES & CONVENTIONS,IRAQ,15.0
EXPLOSIVES MFG,INDIA,2.0
TRAUMA CENTERS,SAN FRANCISCO CA USA,1.0
BUDGET,KUWAIT,2.0
HEDGE FUNDS,UNITED STATES,1.0
HOME PRICES,NEW SOUTH WALES AUSTRALIA,1.0
LABOR DEPARTMENTS,ISRAEL,3.0
ABORTION,TUCSON AZ USA,1.0
US REPUBLICAN PARTY,FLORIDA USA,1.0
GOVERNMENT TOURIST OFFICES,THAILAND,1.0
LAW COURTS & TRIBUNALS,COTE D'IVOIRE,5.0
REFEREES & UMPIRES,CHINA,1.0
FOREIGN INVESTMENT,NIGERIA,4.0
BAILOUTS,CHINA,1.0
LEGISLATIVE BODIES,CHINA,4.0
MORTGAGE BANKING & FINANCE,SCOTLAND,1.0
DOGS,BARBADOS,1.0
INVESTIGATIONS,RUSSIAN FEDERATION,3.0
GUN CONTROL,TUCSON AZ USA,2.0
SATELLITE BROADCASTING,QATAR,1.0
TREATIES & AGREEMENTS,EGYPT,59.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,ARGENTINA,1.0
NAVIES,AFRICA,2.0
LITERACY RATES,PAKISTAN,1.0
WATER RESOURCES MANAGEMENT,JAPAN,2.0
GOVERNMENT TOURIST OFFICES,SYRIA,4.0
EVIDENCE,SUDAN,1.0
TALKS & MEETINGS,SINGAPORE,1.0
EDITORIALS & OPINIONS,ISRAEL,41.0
FORMULA ONE RACING,BAHRAIN,9.0
VETO,TALLAHASSEE FL USA,1.0
ARCHAEOLOGY,IRAQ,1.0
INTERNET SOCIAL NETWORKING,ISRAEL,3.0
DELAYS & POSTPONEMENTS,NIGERIA,4.0
COMPUTER NETWORKS,INDONESIA,2.0
INVESTIGATIONS,MALAYSIA,4.0
TEXT MESSAGING,NIGERIA,5.0
STUDY ABROAD PROGRAMS,TAJIKISTAN,1.0
ARTISTS & PERFORMERS,NORTHERN TERRITORY AUSTRALIA,1.0
CRIMES AGAINST HUMANITY,ETHIOPIA,1.0
IMPORT TRADE,JAPAN,1.0
GOVERNMENT GRANTS & SUBSIDIES,EGYPT,2.0
CITY GOVERNMENT,LEBANON,1.0
HISTORIC SITES,AUSTRALIA,4.0
FELONIES,UNITED STATES,2.0
SHEEP FARMING,CASTILE AND LEON SPAIN,1.0
PROPERTY TAX,UNITED STATES,1.0
MUSIC,UNITED ARAB EMIRATES,1.0
CLERGY & RELIGIOUS,PAKISTAN,3.0
GROSS DOMESTIC PRODUCT,PALESTINIAN TERRITORY OCCUPIED,1.0
US PRESIDENTIAL CANDIDATES 2008,CONNECTICUT USA,6.0
GOVERNMENT TOURIST OFFICES,PHILIPPINES,3.0
SAME SEX MARRIAGE & UNIONS,UNITED STATES,1.0
COMPANY LISTS & RANKINGS,UNITED STATES,2.0
INTERNET SOCIAL NETWORKING,BRAZIL,6.0
CONTROLLED SUBSTANCES CRIME,VENEZUELA BOLIVARIAN REPUBLIC OF,1.0
CONFERENCE CALLS,EGYPT,1.0
AMERICAN FOOTBALL,IRAN ISLAMIC REPUBLIC OF,1.0
ECONOMIC CRISIS,AUSTRALIA,8.0
HUMAN RIGHTS ORGANIZATIONS,QATAR,3.0
WEATHER,MOROCCO,1.0
WILD CATS,IRAN ISLAMIC REPUBLIC OF,1.0
FUEL MARKETS,FRANCE,1.0
MILITARY & VETERANS LAW,SUDAN,1.0
EMERGING MARKETS,LIBERIA,1.0
PNEUMONIA,WALES,1.0
CAMPAIGNS & ELECTIONS,AUSTRALIA,8.0
RESPIRATORY DISEASE,EGYPT,4.0
STOCK EXCHANGES,MALAYSIA,2.0
ROBBERY,SYDNEY AUSTRALIA,1.0
DEVELOPMENT BANKS,AUSTRALIA,1.0
CARTELS,LONDON ENGLAND,1.0
INTERNATIONAL ECONOMIC DEVELOPMENT,IRAQ,1.0
ANTHROPOLOGY & ARCHAEOLOGY,INDIAN OCEAN,1.0
RIOTS,GABON,1.0
MAMMALS,BERLIN GERMANY,1.0
AIRPORTS,EGYPT,99.0
ELECTRIC POWER INDUSTRY,EUROPE,1.0
POPULATION & DEMOGRAPHICS,EGYPT,1.0
TELEVISION INDUSTRY,TURKEY,7.0
SEWERAGE SYSTEMS,IRAQ,1.0
WEALTHY PEOPLE,BEIRUT LEBANON,1.0
INFECTIOUS DISEASE,SAUDI ARABIA,1.0
TEXT MESSAGING,YEMEN,3.0
POLITICS,TENNESSEE USA,1.0
ENERGY DEPARTMENTS,MIDDLE EAST,1.0
EDUCATION DEPARTMENTS,TUNISIA,27.0
NAVAL VESSELS,IRAQ,11.0
FOOTWEAR,AUSTRALIA,1.0
BRITISH MONARCHS,NORTH AMERICA,1.0
SPEECH THERAPY,PALESTINIAN TERRITORY OCCUPIED,1.0
SPORTS INJURIES,VICTORIA AUSTRALIA,1.0
LAND USE PLANNING,PALESTINIAN TERRITORY OCCUPIED,1.0
VOLUNTARY HEALTH ORGANIZATIONS,EGYPT,1.0
CAR ENTHUSIASTS,UNITED ARAB EMIRATES,1.0
CROP PRODUCTION,UNITED STATES,1.0
VOLUNTARY HEALTH ORGANIZATIONS,UNITED STATES,1.0
ENERGY DEVELOPMENT PROGRAMS,SYRIA,1.0
ROBBERY,UNITED STATES,1.0
VERDICTS,EUROPE,3.0
INTERNATIONAL LAW,ISRAEL,16.0
CAMPAIGNS & ELECTIONS,COMOROS,1.0
HIJACKING,IRAQ,1.0
UNITED NATIONS INSTITUTIONS,PHILIPPINES,1.0
DECISIONS & RULINGS,UNITED KINGDOM,3.0
PRESS CONFERENCES,SYRIA,3.0
CURRENCIES,FRANCE,1.0
EUROPEAN UNION INSTITUTIONS,TURKEY,2.0
BIOCHEMISTRY,SAUDI ARABIA,2.0
AIRLINES,KENYA,4.0
NUCLEAR WEAPONS,IRAN ISLAMIC REPUBLIC OF,30.0
WOMEN WORKERS,NIGERIA,2.0
MILITARY & VETERANS LAW,UNITED STATES,5.0
LUGGAGE MFG,EGYPT,1.0
SPORTS GOVERNING BODIES,DUBAI UNITED ARAB EMIRATES,3.0
FIGHTERS & BOMBERS,MOROCCO,1.0
HORSES,EGYPT,1.0
CLIMATE CHANGE,ALBERTA CANADA,1.0
PARADES & MARCHES,LONDON ENGLAND,1.0
PERSONAL CARE SERVICES,UNITED STATES,1.0
HUMAN RESOURCES,SAUDI ARABIA,1.0
PETROCHEMICALS INDUSTRY,SINGAPORE,1.0
TELEVISION INDUSTRY,SOUTH AFRICA,1.0
LETTERS & COMMENTS,EUROPE,1.0
CURRICULA,NORTHERN IRELAND,1.0
OIL & GAS INDUSTRY,YEMEN,7.0
ELECTRIC POWER INDUSTRY,JAPAN,1.0
MEATS,NEW ZEALAND,1.0
POLITICAL SCIENCE,BELGIUM,1.0
AIRCRAFT MFG,PAKISTAN,1.0
COLLEGE & UNIVERSITY PROFESSORS,SYDNEY AUSTRALIA,1.0
RESCUE OPERATIONS,CAIRO EGYPT,3.0
EMERGING MARKETS,FRANCE,5.0
LANGUAGE & LANGUAGES,JORDAN,2.0
BUILDING & HOUSING INSPECTIONS,TUNISIA,2.0
NATURAL GAS PRODUCTS,CANADA,2.0
RELIEF ORGANIZATIONS,QUEENSLAND AUSTRALIA,3.0
FOREIGN INVESTMENT,SUDAN,1.0
AMBULANCE & RESCUE SERVICES,SAUDI ARABIA,1.0
FOOD CHARITIES,COTE D'IVOIRE,1.0
SPORTS & RECREATION EVENTS,MARS,1.0
FOREIGN POLICY,CHILE,1.0
CHILD ABUSE,NIGERIA,2.0
NEWSPAPER PUBLISHING,UNITED KINGDOM,1.0
CHILD CARE,JORDAN,3.0
WHOLESALE SECTOR PERFORMANCE,ALGERIA,1.0
MUSIC REVIEWS,UNITED STATES,1.0
AUTISM,SINGAPORE,1.0
ELECTION LAW,NIGERIA,1.0
WAR CRIMES,SYRIA,1.0
RETAIL BAKERIES,NEW YORK USA,1.0
INTERNET RETAILING,MIDDLE EAST,1.0
MEETINGS & INCENTIVES TRAVEL,CHINA,1.0
JEWS & JUDAISM,UNITED ARAB EMIRATES,2.0
ENVIRONMENT & NATURAL RESOURCES,UNITED KINGDOM,1.0
BLOOD DONATIONS,IRAQ,6.0
SHOOTINGS,AUSTRALIA,11.0
FLOODS & FLOODING,CAIRO EGYPT,1.0
ONLINE CONTENT & INFORMATION SERVICES,UNITED STATES,3.0
THEATER & DRAMA,DENMARK,1.0
SOCIAL SECURITY,AFGHANISTAN,1.0
EMERGING MARKETS,NORTHERN ASIA,2.0
FOREIGN RELATIONS,MOROCCO,3.0
ENVIRONMENTAL DEPARTMENTS,UNITED STATES,2.0
POLITICAL PARTIES,SOUTH AFRICA,4.0
FINANCIAL RESULTS,BAHRAIN,2.0
LITERATURE,EGYPT,5.0
PLANETS & ASTEROIDS,EARTH,1.0
WEB SITES,TOGO,1.0
LAW ENFORCEMENT,AUSTRALIA,4.0
SOCCER TOURNAMENTS,CANADA,2.0
BORDER CONTROL,EUROPEAN UNION MEMBER STATES,2.0
CONTRACTS & BIDS,TUNISIA,2.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,SOUTH AMERICA,1.0
ECONOMIC POLICY,AFRICA,6.0
FRUITS & VEGETABLES,EGYPT,2.0
WORLD WAR I,SUDAN,1.0
ASTRONOMY & SPACE,EUROPE,1.0
SPORTS,INDIAN OCEAN,1.0
AWARENESS MARKETING,MALAYSIA,2.0
SENTENCING,TUNISIA,25.0
ALCOHOLS,CAIRO EGYPT,1.0
RANKINGS,UGANDA,3.0
POWER FAILURES,QATAR,1.0
CANCER DRUGS,MEXICO,1.0
SPORTS GOVERNING BODIES,SAUDI ARABIA,2.0
GOLD MINING,EGYPT,1.0
NONTARIFF BARRIERS,UKRAINE,1.0
FAMINE,NIGERIA,2.0
FREEDOM OF PRESS,TUNISIA,82.0
CONFERENCES & CONVENTIONS,EGYPT,9.0
PSYCHOLOGY,QUEENSLAND AUSTRALIA,1.0
FILM GENRES,LOS ANGELES CA USA,1.0
TELEVISION INDUSTRY,MOROCCO,4.0
ARMS CONTROL & DISARMAMENT,TURKEY,2.0
CAPITAL PUNISHMENT,IRAQ,17.0
RESEARCH,BRAZIL,1.0
SEPTEMBER 11 ATTACK,UNITED KINGDOM,5.0
INTERNATIONAL ASSISTANCE,YEMEN,16.0
NUTRITION,AUSTRALIA,1.0
STADIUMS & ARENAS,BRISBANE AUSTRALIA,3.0
CONSULTING SERVICES,UNITED ARAB EMIRATES,1.0
ELECTION AUTHORITIES,TUNISIA,2.0
OIL & GAS PLANT CONSTRUCTION,YEMEN,1.0
ANNIVERSARIES,CALIFORNIA USA,1.0
MUSLIMS & ISLAM,BAHRAIN,8.0
EMPLOYMENT GROWTH,IRAQ,3.0
MISCONDUCT,TUNISIA,2.0
ESPIONAGE,SWEDEN,2.0
BIPOLAR DISORDER,SCOTLAND,1.0
REFUGEES,ALGERIA,1.0
DUE PROCESS,SUDAN,2.0
LANGUAGE & LANGUAGES,ITALY,5.0
INTERNET & WWW,SYRIA,2.0
MUSIC GROUPS & ARTISTS,SCOTLAND,1.0
NATURAL GAS EXTRACTION,IRAN ISLAMIC REPUBLIC OF,3.0
SCIENCE NEWS,PALESTINIAN TERRITORY OCCUPIED,1.0
DEFENSE INDUSTRY,SINGAPORE,1.0
AMERICAN FOOTBALL,CONGO,2.0
MARINE PASSENGER TRANSPORT,UNITED STATES,2.0
CURRENT ACCOUNT BALANCE,TURKEY,1.0
ALIEN SMUGGLING,CHRISTMAS ISLAND,1.0
HEALTH DEPARTMENTS,LEBANON,2.0
CONSTITUTIONAL LAW,EGYPT,1.0
TENNIS TOURNAMENTS,SLOVAKIA,2.0
VEHICLE THEFT,TUNISIA,2.0
TOURISM,NORTHERN ASIA,1.0
CARTELS,QATAR,2.0
POLITICAL CORRUPTION,BAGHDAD IRAQ,1.0
CONSTRUCTION,PERTH AUSTRALIA,1.0
ATHLETES,CONGO THE DEMOCRATIC REPUBLIC OF THE,5.0
SPACE EXPLORATION,OMAN,1.0
SPORTS FANS,BELGIUM,2.0
PHILOSOPHY,ALGERIA,2.0
SPORTS AWARDS,NEW ZEALAND,8.0
DRINKING PLACES,FLORIDA USA,2.0
DEVELOPING COUNTRIES,UNITED STATES,8.0
POLITICAL PARTIES,LIBYAN ARAB JAMAHIRIYA,4.0
WORLD WAR I,TUNISIA,4.0
JANUARY 2010 HAITI EARTHQUAKE,AUSTRALIA,2.0
SUBURBS,CAIRO EGYPT,1.0
PUBLIC FINANCE,KUWAIT,1.0
CHEMICALS SECTOR PERFORMANCE,SAUDI ARABIA,1.0
EVIDENCE,AFGHANISTAN,6.0
SCIENCE NEWS,BRAZIL,1.0
DEVELOPING COUNTRIES,INDONESIA,1.0
PRODUCT INNOVATION,NORTHERN ASIA,1.0
IMMIGRATION,IRELAND,1.0
PRISONS,LONDON ENGLAND,2.0
PAINTING,NETHERLANDS,1.0
SEPARATISM & SECESSION,AFGHANISTAN,4.0
CELEBRITIES,UNITED STATES,29.0
PHOTOGRAPHY,TURKEY,1.0
COUPS,EGYPT,44.0
ONLINE DATING SERVICES,IRAQ,2.0
SPORTS,KENYA,13.0
HYDROELECTRIC POWER GENERATION,ETHIOPIA,1.0
